"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Eat Punjab"|"750"|"North Indian,Chinese,Fast Food"|"Ahmedabad"|"Chandkheda"|"https://www.zomato.com/ahmedabad/eat-punjab-chandkheda/info"|"1"|"Casual Dining"|"1030am to 330pm,630pm to 1130pm(Mon-Sun)"|"Good"|"3.7"|"1345"
