""NAME"",""PRICE"",""CUSINE_CATEGORY"",""CITY"",""REGION"",""URL"",""PAGE NO"",""CUSINE TYPE"",""TIMING"",""RATING_TYPE"",""RATING"",""VOTES""
"The Salt Cafe Kitchen & Bar","1000","North Indian,Continental,Italian","Agra","Tajganj","https://www.zomato.com/agra/","1","Casual Dining","1130am to 1130pm(Mon-Sun)","Excellent","4.8","273"
